Date,Month,Year,NAV,Amount_Invested,Units_Bought,,Date,occurances,total units,Avg_Units_Per_Occurrence
27,3,2017,19.7549,1000,50.6204,,,,,
28,3,2017,19.8555,1000,50.3639,,,,,
29,3,2017,19.9684,1000,50.0791,,,,,
30,3,2017,19.9781,1000,50.0548,,,,,
31,3,2017,19.9376,1000,50.1565,,,,,
3,4,2017,19.9799,1000,50.0503,,,,,
5,4,2017,19.9909,1000,50.0228,,,,,
6,4,2017,19.9121,1000,50.2207,,,,,
7,4,2017,19.8454,1000,50.3895,,,,,
10,4,2017,19.8621,1000,50.3471,,,,,
11,4,2017,19.9393,1000,50.1522,,,,,
12,4,2017,19.8824,1000,50.2957,,,,,
13,4,2017,19.9003,1000,50.2505,,,,,
17,4,2017,19.9411,1000,50.1477,,,,,
18,4,2017,19.9864,1000,50.034,,,,,
19,4,2017,19.9572,1000,50.1072,,,,,
20,4,2017,19.931,1000,50.1731,,,,,
21,4,2017,19.9565,1000,50.109,,,,,
24,4,2017,20.04,1000,49.9002,,,,,
25,4,2017,20.2661,1000,49.3435,,,,,
26,4,2017,20.3498,1000,49.1405,,,,,
27,4,2017,20.3199,1000,49.2128,,,,,
28,4,2017,20.3305,1000,49.1872,,,,,
2,5,2017,20.3697,1000,49.0925,,,,,
3,5,2017,20.3061,1000,49.2463,,,,,
4,5,2017,20.4236,1000,48.963,,,,,
5,5,2017,20.3637,1000,49.107,,,,,
8,5,2017,20.4342,1000,48.9376,,,,,
9,5,2017,20.4473,1000,48.9062,,,,,
10,5,2017,20.5377,1000,48.6909,,,,,
11,5,2017,20.4734,1000,48.8439,,,,,
12,5,2017,20.4212,1000,48.9687,,,,,
15,5,2017,20.4913,1000,48.8012,,,,,
16,5,2017,20.5846,1000,48.58,,,,,
17,5,2017,20.6809,1000,48.3538,,,,,
18,5,2017,20.4518,1000,48.8955,,,,,
19,5,2017,20.4032,1000,49.0119,,,,,
22,5,2017,20.3818,1000,49.0634,,,,,
23,5,2017,20.3351,1000,49.1761,,,,,
24,5,2017,20.2817,1000,49.3055,,,,,
25,5,2017,20.4516,1000,48.8959,,,,,
26,5,2017,20.5865,1000,48.5755,,,,,
29,5,2017,20.548,1000,48.6665,,,,,
30,5,2017,20.6771,1000,48.3627,,,,,
31,5,2017,20.7561,1000,48.1786,,,,,
1,6,2017,20.79,1000,48.1,,,,,
2,6,2017,20.839,1000,47.9869,,,,,
5,6,2017,20.9076,1000,47.8295,,,,,
6,6,2017,20.9691,1000,47.6892,,,,,
7,6,2017,21.0268,1000,47.5584,,,,,
8,6,2017,21.0633,1000,47.4759,,,,,
9,6,2017,21.1142,1000,47.3615,,,,,
12,6,2017,20.9866,1000,47.6495,,,,,
13,6,2017,21.007,1000,47.6032,,,,,
14,6,2017,21.0562,1000,47.492,,,,,
15,6,2017,21.0473,1000,47.512,,,,,
16,6,2017,21.0575,1000,47.489,,,,,
19,6,2017,21.1512,1000,47.2786,,,,,
20,6,2017,21.2746,1000,47.0044,,,,,
21,6,2017,21.2767,1000,46.9998,,,,,
22,6,2017,21.2553,1000,47.0471,,,,,
23,6,2017,21.1607,1000,47.2574,,,,,
27,6,2017,21.0212,1000,47.571,,,,,
28,6,2017,20.944,1000,47.7464,,,,,
29,6,2017,21.0941,1000,47.4066,,,,,
30,6,2017,21.0498,1000,47.5064,,,,,
3,7,2017,21.0743,1000,47.4512,,,,,
4,7,2017,21.0588,1000,47.4861,,,,,
5,7,2017,21.1587,1000,47.2619,,,,,
6,7,2017,21.2242,1000,47.116,,,,,
7,7,2017,21.1737,1000,47.2284,,,,,
10,7,2017,21.2347,1000,47.0927,,,,,
11,7,2017,21.2919,1000,46.9662,,,,,
12,7,2017,21.3525,1000,46.8329,,,,,
13,7,2017,21.4396,1000,46.6427,,,,,
14,7,2017,21.4205,1000,46.6843,,,,,
17,7,2017,21.4763,1000,46.563,,,,,
18,7,2017,21.4846,1000,46.545,,,,,
19,7,2017,21.585,1000,46.3285,,,,,
20,7,2017,21.6199,1000,46.2537,,,,,
21,7,2017,21.6792,1000,46.1272,,,,,
24,7,2017,21.6318,1000,46.2282,,,,,
25,7,2017,21.6492,1000,46.1911,,,,,
26,7,2017,21.5679,1000,46.3652,,,,,
27,7,2017,21.6567,1000,46.1751,,,,,
28,7,2017,21.5897,1000,46.3184,,,,,
31,7,2017,21.6668,1000,46.1536,,,,,
1,8,2017,21.6321,1000,46.2276,,,,,
2,8,2017,21.6111,1000,46.2725,,,,,
3,8,2017,21.5009,1000,46.5097,,,,,
4,8,2017,21.5011,1000,46.5092,,,,,
7,8,2017,21.719,1000,46.0426,,,,,
8,8,2017,21.6429,1000,46.2045,,,,,
9,8,2017,21.5216,1000,46.4649,,,,,
10,8,2017,21.2619,1000,47.0325,,,,,
11,8,2017,21.1589,1000,47.2614,,,,,
14,8,2017,21.4087,1000,46.71,,,,,
16,8,2017,21.5907,1000,46.3162,,,,,
17,8,2017,21.5577,1000,46.3871,,,,,
18,8,2017,21.4647,1000,46.5881,,,,,
21,8,2017,21.3871,1000,46.7572,,,,,
22,8,2017,21.3801,1000,46.7725,,,,,
23,8,2017,21.6361,1000,46.2191,,,,,
24,8,2017,21.6842,1000,46.1165,,,,,
28,8,2017,21.7434,1000,45.991,,,,,
29,8,2017,21.7681,1000,45.9388,,,,,
30,8,2017,21.8524,1000,45.7616,,,,,
31,8,2017,21.8733,1000,45.7178,,,,,
1,9,2017,22.0013,1000,45.4519,,,,,
4,9,2017,21.8765,1000,45.7112,,,,,
5,9,2017,21.9812,1000,45.4934,,,,,
6,9,2017,21.8204,1000,45.8287,,,,,
7,9,2017,22.0263,1000,45.4003,,,,,
8,9,2017,22.1743,1000,45.0973,,,,,
11,9,2017,22.2923,1000,44.8585,,,,,
12,9,2017,22.4067,1000,44.6295,,,,,
13,9,2017,22.286,1000,44.8712,,,,,
14,9,2017,22.308,1000,44.827,,,,,
15,9,2017,22.3549,1000,44.7329,,,,,
18,9,2017,22.4678,1000,44.5081,,,,,
19,9,2017,22.4938,1000,44.4567,,,,,
20,9,2017,22.4748,1000,44.4943,,,,,
21,9,2017,22.5515,1000,44.3429,,,,,
22,9,2017,22.2553,1000,44.9331,,,,,
25,9,2017,22.1897,1000,45.066,,,,,
26,9,2017,22.2382,1000,44.9677,,,,,
27,9,2017,22.1802,1000,45.0853,,,,,
28,9,2017,22.4026,1000,44.6377,,,,,
29,9,2017,22.4944,1000,44.4555,,,,,
3,10,2017,22.581,1000,44.285,,,,,
4,10,2017,22.5466,1000,44.3526,,,,,
5,10,2017,22.5029,1000,44.4387,,,,,
6,10,2017,22.5917,1000,44.264,,,,,
9,10,2017,22.5913,1000,44.2648,,,,,
10,10,2017,22.7168,1000,44.0203,,,,,
11,10,2017,22.7101,1000,44.0333,,,,,
12,10,2017,22.8459,1000,43.7715,,,,,
13,10,2017,22.9032,1000,43.662,,,,,
16,10,2017,22.923,1000,43.6243,,,,,
17,10,2017,22.8927,1000,43.682,,,,,
18,10,2017,22.8318,1000,43.7986,,,,,
23,10,2017,22.9147,1000,43.6401,,,,,
24,10,2017,22.826,1000,43.8097,,,,,
25,10,2017,22.8401,1000,43.7826,,,,,
26,10,2017,22.8518,1000,43.7602,,,,,
27,10,2017,22.9043,1000,43.6599,,,,,
30,10,2017,23.1326,1000,43.229,,,,,
31,10,2017,23.1678,1000,43.1634,,,,,
1,11,2017,23.2267,1000,43.0539,,,,,
2,11,2017,23.2389,1000,43.0313,,,,,
3,11,2017,23.223,1000,43.0608,,,,,
6,11,2017,23.2493,1000,43.012,,,,,
7,11,2017,23.1712,1000,43.157,,,,,
8,11,2017,23.1668,1000,43.1652,,,,,
9,11,2017,23.2299,1000,43.048,,,,,
10,11,2017,23.3515,1000,42.8238,,,,,
13,11,2017,23.2987,1000,42.9208,,,,,
14,11,2017,23.2593,1000,42.9936,,,,,
15,11,2017,23.1628,1000,43.1727,,,,,
16,11,2017,23.1071,1000,43.2767,,,,,
17,11,2017,23.1986,1000,43.106,,,,,
20,11,2017,23.2486,1000,43.0133,,,,,
21,11,2017,23.3772,1000,42.7767,,,,,
22,11,2017,23.4425,1000,42.6576,,,,,
23,11,2017,23.3792,1000,42.7731,,,,,
24,11,2017,23.4031,1000,42.7294,,,,,
27,11,2017,23.4706,1000,42.6065,,,,,
28,11,2017,23.531,1000,42.4971,,,,,
29,11,2017,23.4941,1000,42.5639,,,,,
30,11,2017,23.4262,1000,42.6872,,,,,
1,12,2017,23.414,1000,42.7095,,,,,
4,12,2017,23.399,1000,42.7369,,,,,
5,12,2017,23.3745,1000,42.7817,,,,,
6,12,2017,23.336,1000,42.8522,,,,,
7,12,2017,23.459,1000,42.6276,,,,,
8,12,2017,23.6763,1000,42.2363,,,,,
11,12,2017,23.6445,1000,42.2931,,,,,
12,12,2017,23.5901,1000,42.3907,,,,,
13,12,2017,23.5963,1000,42.3795,,,,,
14,12,2017,23.6201,1000,42.3368,,,,,
15,12,2017,23.7548,1000,42.0968,,,,,
18,12,2017,23.8682,1000,41.8967,,,,,
19,12,2017,23.9915,1000,41.6814,,,,,
20,12,2017,23.9313,1000,41.7863,,,,,
21,12,2017,23.8911,1000,41.8566,,,,,
22,12,2017,23.8591,1000,41.9127,,,,,
26,12,2017,23.9216,1000,41.8032,,,,,
27,12,2017,23.8366,1000,41.9523,,,,,
28,12,2017,23.912,1000,41.82,,,,,
29,12,2017,24.0155,1000,41.6398,,,,,
1,1,2018,24.0022,1000,41.6628,,,,,
2,1,2018,23.8867,1000,41.8643,,,,,
3,1,2018,23.9624,1000,41.732,,,,,
4,1,2018,24.0692,1000,41.5469,,,,,
5,1,2018,24.2602,1000,41.2198,,,,,
8,1,2018,24.3825,1000,41.013,,,,,
9,1,2018,24.389,1000,41.0021,,,,,
10,1,2018,24.4527,1000,40.8953,,,,,
11,1,2018,24.4403,1000,40.916,,,,,
12,1,2018,24.5179,1000,40.7865,,,,,
15,1,2018,24.5405,1000,40.749,,,,,
16,1,2018,24.4898,1000,40.8333,,,,,
17,1,2018,24.5658,1000,40.707,,,,,
18,1,2018,24.5478,1000,40.7368,,,,,
19,1,2018,24.6804,1000,40.518,,,,,
22,1,2018,24.7645,1000,40.3804,,,,,
23,1,2018,24.8968,1000,40.1658,,,,,
24,1,2018,24.9279,1000,40.1157,,,,,
25,1,2018,24.8838,1000,40.1868,,,,,
29,1,2018,24.8629,1000,40.2206,,,,,
30,1,2018,24.7586,1000,40.39,,,,,
31,1,2018,24.6526,1000,40.5637,,,,,
1,2,2018,24.6148,1000,40.626,,,,,
2,2,2018,24.3026,1000,41.1479,,,,,
5,2,2018,23.9446,1000,41.7631,,,,,
6,2,2018,23.5155,1000,42.5251,,,,,
7,2,2018,23.7522,1000,42.1014,,,,,
8,2,2018,23.8953,1000,41.8492,,,,,
9,2,2018,23.6062,1000,42.3618,,,,,
12,2,2018,23.733,1000,42.1354,,,,,
14,2,2018,23.9028,1000,41.8361,,,,,
15,2,2018,23.9235,1000,41.7999,,,,,
16,2,2018,23.8965,1000,41.8471,,,,,
19,2,2018,23.8472,1000,41.9336,,,,,
20,2,2018,23.8643,1000,41.9036,,,,,
21,2,2018,23.8517,1000,41.9257,,,,,
22,2,2018,23.881,1000,41.8743,,,,,
23,2,2018,24.0526,1000,41.5755,,,,,
26,2,2018,24.235,1000,41.2626,,,,,
27,2,2018,24.3072,1000,41.1401,,,,,
28,2,2018,24.158,1000,41.3942,,,,,
1,3,2018,24.0247,1000,41.6238,,,,,
5,3,2018,23.787,1000,42.0398,,,,,
6,3,2018,23.8103,1000,41.9986,,,,,
7,3,2018,23.7273,1000,42.1455,,,,,
8,3,2018,23.8123,1000,41.9951,,,,,
9,3,2018,23.8226,1000,41.9769,,,,,
12,3,2018,24.0299,1000,41.6148,,,,,
13,3,2018,24.0771,1000,41.5332,,,,,
14,3,2018,23.93,1000,41.7885,,,,,
15,3,2018,23.9856,1000,41.6917,,,,,
16,3,2018,23.839,1000,41.9481,,,,,
19,3,2018,23.6366,1000,42.3073,,,,,
20,3,2018,23.4615,1000,42.623,,,,,
21,3,2018,23.4188,1000,42.7007,,,,,
22,3,2018,23.3215,1000,42.8789,,,,,
23,3,2018,22.9944,1000,43.4888,,,,,
26,3,2018,23.0584,1000,43.3681,,,,,
27,3,2018,23.1745,1000,43.1509,,,,,
28,3,2018,22.9248,1000,43.6209,,,,,
2,4,2018,23.1121,1000,43.2674,,,,,
3,4,2018,23.0664,1000,43.3531,,,,,
4,4,2018,23.0448,1000,43.3937,,,,,
5,4,2018,23.2377,1000,43.0335,,,,,
6,4,2018,23.4551,1000,42.6347,,,,,
9,4,2018,23.4644,1000,42.6178,,,,,
10,4,2018,23.499,1000,42.555,,,,,
11,4,2018,23.5595,1000,42.4457,,,,,
12,4,2018,23.5754,1000,42.4171,,,,,
13,4,2018,23.6301,1000,42.3189,,,,,
16,4,2018,23.6884,1000,42.2148,,,,,
17,4,2018,23.7419,1000,42.1196,,,,,
18,4,2018,23.7885,1000,42.0371,,,,,
19,4,2018,23.7685,1000,42.0725,,,,,
20,4,2018,23.848,1000,41.9322,,,,,
23,4,2018,23.7761,1000,42.059,,,,,
24,4,2018,23.8781,1000,41.8794,,,,,
25,4,2018,23.6817,1000,42.2267,,,,,
26,4,2018,23.697,1000,42.1994,,,,,
27,4,2018,23.9822,1000,41.6976,,,,,
30,4,2018,24.1046,1000,41.4859,,,,,
2,5,2018,23.9507,1000,41.7524,,,,,
3,5,2018,23.8823,1000,41.872,,,,,
4,5,2018,23.8201,1000,41.9814,,,,,
7,5,2018,23.9446,1000,41.7631,,,,,
8,5,2018,23.985,1000,41.6927,,,,,
9,5,2018,24.0225,1000,41.6276,,,,,
10,5,2018,24.046,1000,41.587,,,,,
11,5,2018,24.1926,1000,41.335,,,,,
14,5,2018,24.2366,1000,41.2599,,,,,
15,5,2018,24.2909,1000,41.1677,,,,,
16,5,2018,24.2766,1000,41.1919,,,,,
17,5,2018,24.3748,1000,41.026,,,,,
18,5,2018,24.2885,1000,41.1717,,,,,
21,5,2018,24.0117,1000,41.6464,,,,,
22,5,2018,24.2693,1000,41.2043,,,,,
23,5,2018,24.1905,1000,41.3385,,,,,
24,5,2018,24.2017,1000,41.3194,,,,,
25,5,2018,24.298,1000,41.1557,,,,,
28,5,2018,24.3155,1000,41.126,,,,,
29,5,2018,24.2944,1000,41.1617,,,,,
30,5,2018,24.2946,1000,41.1614,,,,,
31,5,2018,24.293,1000,41.1641,,,,,
1,6,2018,24.2655,1000,41.2108,,,,,
4,6,2018,24.2593,1000,41.2213,,,,,
5,6,2018,24.1523,1000,41.4039,,,,,
6,6,2018,24.2372,1000,41.2589,,,,,
7,6,2018,24.3553,1000,41.0588,,,,,
8,6,2018,24.4881,1000,40.8362,,,,,
11,6,2018,24.6082,1000,40.6369,,,,,
12,6,2018,24.8178,1000,40.2937,,,,,
13,6,2018,24.7997,1000,40.3231,,,,,
14,6,2018,24.8297,1000,40.2743,,,,,
15,6,2018,24.8694,1000,40.2101,,,,,
18,6,2018,24.9431,1000,40.0912,,,,,
19,6,2018,24.9404,1000,40.0956,,,,,
20,6,2018,24.9442,1000,40.0895,,,,,
21,6,2018,25.0151,1000,39.9759,,,,,
22,6,2018,24.9886,1000,40.0182,,,,,
25,6,2018,25.029,1000,39.9537,,,,,
26,6,2018,24.7693,1000,40.3726,,,,,
27,6,2018,24.6289,1000,40.6027,,,,,
28,6,2018,24.3044,1000,41.1448,,,,,
29,6,2018,24.4894,1000,40.834,,,,,
2,7,2018,24.487,1000,40.838,,,,,
3,7,2018,24.566,1000,40.7067,,,,,
4,7,2018,24.7756,1000,40.3623,,,,,
5,7,2018,24.8273,1000,40.2782,,,,,
6,7,2018,25.0613,1000,39.9022,,,,,
9,7,2018,25.261,1000,39.5867,,,,,
10,7,2018,25.3657,1000,39.4233,,,,,
11,7,2018,25.3064,1000,39.5157,,,,,
12,7,2018,25.3093,1000,39.5112,,,,,
13,7,2018,25.3257,1000,39.4856,,,,,
16,7,2018,25.1669,1000,39.7347,,,,,
17,7,2018,25.2035,1000,39.677,,,,,
18,7,2018,25.2953,1000,39.533,,,,,
19,7,2018,25.296,1000,39.5319,,,,,
20,7,2018,25.451,1000,39.2912,,,,,
23,7,2018,25.4632,1000,39.2724,,,,,
24,7,2018,25.5762,1000,39.0988,,,,,
25,7,2018,25.6847,1000,38.9337,,,,,
26,7,2018,25.807,1000,38.7492,,,,,
27,7,2018,25.6163,1000,39.0376,,,,,
30,7,2018,25.5139,1000,39.1943,,,,,
31,7,2018,25.4667,1000,39.267,,,,,
1,8,2018,25.4946,1000,39.224,,,,,
2,8,2018,25.4975,1000,39.2195,,,,,
3,8,2018,25.772,1000,38.8018,,,,,
6,8,2018,25.8349,1000,38.7073,,,,,
7,8,2018,25.9508,1000,38.5345,,,,,
8,8,2018,25.9868,1000,38.4811,,,,,
9,8,2018,26.0032,1000,38.4568,,,,,
10,8,2018,25.9092,1000,38.5963,,,,,
13,8,2018,25.7608,1000,38.8187,,,,,
14,8,2018,25.9312,1000,38.5636,,,,,
16,8,2018,26.0185,1000,38.4342,,,,,
17,8,2018,26.0426,1000,38.3986,,,,,
20,8,2018,26.0423,1000,38.3991,,,,,
21,8,2018,26.0474,1000,38.3915,,,,,
23,8,2018,26.0969,1000,38.3187,,,,,
24,8,2018,26.0619,1000,38.3702,,,,,
27,8,2018,26.2572,1000,38.0848,,,,,
28,8,2018,26.424,1000,37.8444,,,,,
29,8,2018,26.4529,1000,37.803,,,,,
30,8,2018,26.5161,1000,37.7129,,,,,
31,8,2018,26.4697,1000,37.779,,,,,
3,9,2018,26.3399,1000,37.9652,,,,,
4,9,2018,26.2316,1000,38.122,,,,,
5,9,2018,25.9845,1000,38.4845,,,,,
6,9,2018,26.0822,1000,38.3403,,,,,
7,9,2018,26.1159,1000,38.2908,,,,,
10,9,2018,25.9784,1000,38.4935,,,,,
11,9,2018,25.889,1000,38.6264,,,,,
12,9,2018,25.8616,1000,38.6674,,,,,
14,9,2018,25.9212,1000,38.5785,,,,,
17,9,2018,25.7486,1000,38.8371,,,,,
18,9,2018,25.5631,1000,39.1189,,,,,
19,9,2018,25.5436,1000,39.1487,,,,,
21,9,2018,25.4779,1000,39.2497,,,,,
24,9,2018,25.2504,1000,39.6033,,,,,
25,9,2018,25.296,1000,39.5319,,,,,
26,9,2018,25.2972,1000,39.5301,,,,,
27,9,2018,25.1033,1000,39.8354,,,,,
28,9,2018,25.0927,1000,39.8522,,,,,
1,10,2018,25.0111,1000,39.9822,,,,,
3,10,2018,24.8945,1000,40.1695,,,,,
4,10,2018,24.7645,1000,40.3804,,,,,
5,10,2018,24.3539,1000,41.0612,,,,,
8,10,2018,24.0456,1000,41.5877,,,,,
9,10,2018,24.0259,1000,41.6217,,,,,
10,10,2018,24.2182,1000,41.2913,,,,,
11,10,2018,23.7732,1000,42.0642,,,,,
12,10,2018,23.904,1000,41.834,,,,,
15,10,2018,24.0684,1000,41.5483,,,,,
16,10,2018,24.1122,1000,41.4728,,,,,
17,10,2018,24.1226,1000,41.4549,,,,,
19,10,2018,23.8373,1000,41.9511,,,,,
22,10,2018,23.6998,1000,42.1944,,,,,
23,10,2018,23.6342,1000,42.3116,,,,,
24,10,2018,23.6359,1000,42.3085,,,,,
25,10,2018,23.2909,1000,42.9352,,,,,
26,10,2018,23.4248,1000,42.6898,,,,,
29,10,2018,23.4989,1000,42.5552,,,,,
30,10,2018,23.3472,1000,42.8317,,,,,
31,10,2018,23.6279,1000,42.3228,,,,,
1,11,2018,23.8388,1000,41.9484,,,,,
2,11,2018,23.8364,1000,41.9526,,,,,
5,11,2018,23.7599,1000,42.0877,,,,,
6,11,2018,23.5384,1000,42.4838,,,,,
9,11,2018,23.705,1000,42.1852,,,,,
12,11,2018,23.6286,1000,42.3216,,,,,
13,11,2018,23.5216,1000,42.5141,,,,,
14,11,2018,23.5227,1000,42.5121,,,,,
15,11,2018,23.6072,1000,42.36,,,,,
16,11,2018,23.8317,1000,41.9609,,,,,
19,11,2018,23.8412,1000,41.9442,,,,,
20,11,2018,23.5392,1000,42.4823,,,,,
21,11,2018,23.514,1000,42.5279,,,,,
22,11,2018,23.59,1000,42.3908,,,,,
26,11,2018,23.6178,1000,42.3409,,,,,
27,11,2018,23.7984,1000,42.0196,,,,,
28,11,2018,23.8769,1000,41.8815,,,,,
29,11,2018,24.043,1000,41.5921,,,,,
30,11,2018,24.1532,1000,41.4024,,,,,
3,12,2018,24.2018,1000,41.3192,,,,,
4,12,2018,24.2282,1000,41.2742,,,,,
5,12,2018,23.9598,1000,41.7366,,,,,
6,12,2018,23.9116,1000,41.8207,,,,,
7,12,2018,23.9702,1000,41.7185,,,,,
10,12,2018,23.744,1000,42.1159,,,,,
11,12,2018,23.8208,1000,41.9801,,,,,
12,12,2018,24.0439,1000,41.5906,,,,,
13,12,2018,24.198,1000,41.3257,,,,,
14,12,2018,24.1537,1000,41.4015,,,,,
17,12,2018,24.1146,1000,41.4687,,,,,
18,12,2018,24.0203,1000,41.6315,,,,,
19,12,2018,24.1616,1000,41.388,,,,,
20,12,2018,24.0753,1000,41.5363,,,,,
21,12,2018,23.8979,1000,41.8447,,,,,
24,12,2018,23.6853,1000,42.2203,,,,,
26,12,2018,23.6402,1000,42.3008,,,,,
27,12,2018,23.9137,1000,41.817,,,,,
28,12,2018,24.0258,1000,41.6219,,,,,
31,12,2018,24.0551,1000,41.5712,,,,,
1,1,2019,24.1411,1000,41.4231,,,,,
2,1,2019,24.0361,1000,41.6041,,,,,
3,1,2019,24.0002,1000,41.6663,,,,,
4,1,2019,23.7828,1000,42.0472,,,,,
7,1,2019,23.9844,1000,41.6938,,,,,
8,1,2019,24.0359,1000,41.6044,,,,,
9,1,2019,24.1682,1000,41.3767,,,,,
10,1,2019,24.223,1000,41.2831,,,,,
11,1,2019,24.2701,1000,41.203,,,,,
14,1,2019,24.2054,1000,41.3131,,,,,
15,1,2019,24.1879,1000,41.343,,,,,
16,1,2019,24.2797,1000,41.1867,,,,,
17,1,2019,24.3106,1000,41.1343,,,,,
18,1,2019,24.2547,1000,41.2291,,,,,
21,1,2019,24.3072,1000,41.1401,,,,,
22,1,2019,24.2741,1000,41.1962,,,,,
23,1,2019,24.1475,1000,41.4122,,,,,
24,1,2019,24.196,1000,41.3291,,,,,
25,1,2019,24.1299,1000,41.4424,,,,,
28,1,2019,24.0831,1000,41.5229,,,,,
29,1,2019,24.0384,1000,41.6001,,,,,
30,1,2019,24.1769,1000,41.3618,,,,,
31,1,2019,24.36,1000,41.0509,,,,,
1,2,2019,24.7014,1000,40.4835,,,,,
4,2,2019,24.7521,1000,40.4006,,,,,
5,2,2019,24.843,1000,40.2528,,,,,
6,2,2019,24.9593,1000,40.0652,,,,,
7,2,2019,24.975,1000,40.04,,,,,
8,2,2019,24.7221,1000,40.4496,,,,,
11,2,2019,24.7042,1000,40.4789,,,,,
12,2,2019,24.6497,1000,40.5684,,,,,
13,2,2019,24.7591,1000,40.3892,,,,,
14,2,2019,24.8092,1000,40.3076,,,,,
15,2,2019,24.7053,1000,40.4771,,,,,
18,2,2019,24.6162,1000,40.6237,,,,,
19,2,2019,24.6488,1000,40.5699,,,,,
20,2,2019,24.7077,1000,40.4732,,,,,
21,2,2019,24.7609,1000,40.3863,,,,,
22,2,2019,24.677,1000,40.5236,,,,,
25,2,2019,24.8137,1000,40.3003,,,,,
26,2,2019,24.8863,1000,40.1828,,,,,
27,2,2019,24.9483,1000,40.0829,,,,,
28,2,2019,24.9276,1000,40.1162,,,,,
1,3,2019,24.9816,1000,40.0295,,,,,
5,3,2019,25.2455,1000,39.611,,,,,
6,3,2019,25.2795,1000,39.5577,,,,,
7,3,2019,25.2726,1000,39.5685,,,,,
8,3,2019,25.1803,1000,39.7136,,,,,
11,3,2019,25.369,1000,39.4182,,,,,
12,3,2019,25.6917,1000,38.9231,,,,,
13,3,2019,25.6122,1000,39.0439,,,,,
14,3,2019,25.6426,1000,38.9976,,,,,
15,3,2019,25.6512,1000,38.9845,,,,,
18,3,2019,25.5595,1000,39.1244,,,,,
19,3,2019,25.5763,1000,39.0987,,,,,
20,3,2019,25.6223,1000,39.0285,,,,,
22,3,2019,25.6598,1000,38.9715,,,,,
25,3,2019,25.4415,1000,39.3059,,,,,
26,3,2019,25.5237,1000,39.1793,,,,,
27,3,2019,25.5355,1000,39.1612,,,,,
28,3,2019,25.7546,1000,38.828,,,,,
29,3,2019,25.7309,1000,38.8638,,,,,
1,4,2019,25.71,1000,38.8954,,,,,
2,4,2019,25.825,1000,38.7222,,,,,
3,4,2019,25.8185,1000,38.7319,,,,,
4,4,2019,25.783,1000,38.7852,,,,,
5,4,2019,25.9271,1000,38.5697,,,,,
8,4,2019,25.8314,1000,38.7126,,,,,
9,4,2019,25.8404,1000,38.6991,,,,,
10,4,2019,25.7843,1000,38.7833,,,,,
11,4,2019,25.7837,1000,38.7842,,,,,
12,4,2019,25.8412,1000,38.6979,,,,,
15,4,2019,25.9122,1000,38.5919,,,,,
16,4,2019,26.0332,1000,38.4125,,,,,
18,4,2019,26.1428,1000,38.2514,,,,,
22,4,2019,26.0766,1000,38.3486,,,,,
23,4,2019,26.1443,1000,38.2493,,,,,
24,4,2019,26.2391,1000,38.1111,,,,,
25,4,2019,26.1283,1000,38.2727,,,,,
26,4,2019,26.1996,1000,38.1685,,,,,
30,4,2019,26.0999,1000,38.3143,,,,,
2,5,2019,25.8902,1000,38.6247,,,,,
3,5,2019,25.8615,1000,38.6675,,,,,
6,5,2019,25.8424,1000,38.6961,,,,,
7,5,2019,25.76,1000,38.8199,,,,,
8,5,2019,25.5004,1000,39.2151,,,,,
9,5,2019,25.4886,1000,39.2332,,,,,
10,5,2019,25.4072,1000,39.3589,,,,,
13,5,2019,25.3097,1000,39.5105,,,,,
14,5,2019,25.2801,1000,39.5568,,,,,
15,5,2019,25.1967,1000,39.6877,,,,,
16,5,2019,25.3881,1000,39.3885,,,,,
17,5,2019,25.5949,1000,39.0703,,,,,
20,5,2019,25.72,1000,38.8802,,,,,
21,5,2019,25.5631,1000,39.1189,,,,,
22,5,2019,25.7381,1000,38.8529,,,,,
23,5,2019,25.6535,1000,38.981,,,,,
24,5,2019,25.7751,1000,38.7971,,,,,
27,5,2019,25.9745,1000,38.4993,,,,,
28,5,2019,25.9455,1000,38.5423,,,,,
29,5,2019,25.9417,1000,38.548,,,,,
30,5,2019,25.9255,1000,38.5721,,,,,
31,5,2019,25.8935,1000,38.6197,,,,,
3,6,2019,25.9083,1000,38.5977,,,,,
4,6,2019,25.6314,1000,39.0146,,,,,
6,6,2019,25.6329,1000,39.0124,,,,,
7,6,2019,25.7479,1000,38.8381,,,,,
10,6,2019,25.9311,1000,38.5637,,,,,
11,6,2019,26.1658,1000,38.2178,,,,,
12,6,2019,26.1397,1000,38.256,,,,,
13,6,2019,26.058,1000,38.3759,,,,,
14,6,2019,25.9947,1000,38.4694,,,,,
17,6,2019,25.852,1000,38.6817,,,,,
18,6,2019,25.9534,1000,38.5306,,,,,
19,6,2019,25.9815,1000,38.4889,,,,,
20,6,2019,26.0959,1000,38.3202,,,,,
21,6,2019,26.0862,1000,38.3344,,,,,
24,6,2019,26.0706,1000,38.3574,,,,,
25,6,2019,26.116,1000,38.2907,,,,,
26,6,2019,26.0542,1000,38.3815,,,,,
27,6,2019,26.094,1000,38.323,,,,,
28,6,2019,26.0797,1000,38.344,,,,,
1,7,2019,26.2343,1000,38.118,,,,,
2,7,2019,26.2872,1000,38.0413,,,,,
3,7,2019,26.3563,1000,37.9416,,,,,
4,7,2019,26.42,1000,37.8501,,,,,
5,7,2019,26.2377,1000,38.1131,,,,,
8,7,2019,25.9126,1000,38.5913,,,,,
