Date,month,year,NAV,Amount_Invested,Units_Bought,,Day_of_Month,Occurrences,Total_Units_Bought,Avg_Units_Per_Occurrence
22,3,2017,33.0763,2000,60.4663,,,,,
23,3,2017,33.2967,2000,60.066,,,,,
24,3,2017,33.5623,2000,59.5907,,,,,
27,3,2017,33.5745,2000,59.569,,,,,
28,3,2017,33.7436,2000,59.2705,,,,,
29,3,2017,34.0254,2000,58.7796,,,,,
30,3,2017,34.3283,2000,58.261,,,,,
31,3,2017,34.596,2000,57.8102,,,,,
3,4,2017,35.149,2000,56.9006,,,,,
5,4,2017,35.6929,2000,56.0336,,,,,
6,4,2017,35.8126,2000,55.8463,,,,,
7,4,2017,35.6802,2000,56.0535,,,,,
10,4,2017,36.0176,2000,55.5284,,,,,
11,4,2017,36.5727,2000,54.6856,,,,,
12,4,2017,36.352,2000,55.0176,,,,,
13,4,2017,36.4325,2000,54.896,,,,,
17,4,2017,36.4502,2000,54.8694,,,,,
18,4,2017,36.2504,2000,55.1718,,,,,
19,4,2017,36.4911,2000,54.8079,,,,,
20,4,2017,36.7891,2000,54.3639,,,,,
21,4,2017,36.8588,2000,54.2611,,,,,
24,4,2017,37.1759,2000,53.7983,,,,,
25,4,2017,37.286,2000,53.6394,,,,,
26,4,2017,36.9247,2000,54.1643,,,,,
27,4,2017,37.0394,2000,53.9966,,,,,
28,4,2017,37.2071,2000,53.7532,,,,,
2,5,2017,37.2706,2000,53.6616,,,,,
3,5,2017,37.537,2000,53.2808,,,,,
4,5,2017,37.6949,2000,53.0576,,,,,
5,5,2017,37.2085,2000,53.7512,,,,,
8,5,2017,37.4735,2000,53.371,,,,,
9,5,2017,37.5306,2000,53.2898,,,,,
10,5,2017,37.8085,2000,52.8982,,,,,
11,5,2017,37.6769,2000,53.0829,,,,,
12,5,2017,37.4415,2000,53.4167,,,,,
15,5,2017,37.6417,2000,53.1326,,,,,
16,5,2017,37.9275,2000,52.7322,,,,,
17,5,2017,37.9058,2000,52.7624,,,,,
18,5,2017,37.1729,2000,53.8026,,,,,
19,5,2017,36.9077,2000,54.1892,,,,,
22,5,2017,36.567,2000,54.6941,,,,,
23,5,2017,35.9214,2000,55.6771,,,,,
24,5,2017,35.2645,2000,56.7143,,,,,
25,5,2017,36.0254,2000,55.5164,,,,,
26,5,2017,36.6092,2000,54.6311,,,,,
29,5,2017,36.1883,2000,55.2665,,,,,
30,5,2017,36.1354,2000,55.3474,,,,,
31,5,2017,36.5034,2000,54.7894,,,,,
1,6,2017,36.8285,2000,54.3058,,,,,
2,6,2017,37.057,2000,53.9709,,,,,
5,6,2017,37.3065,2000,53.61,,,,,
6,6,2017,37.0999,2000,53.9085,,,,,
7,6,2017,37.2616,2000,53.6746,,,,,
8,6,2017,37.5963,2000,53.1967,,,,,
9,6,2017,37.822,2000,52.8793,,,,,
12,6,2017,37.5969,2000,53.1959,,,,,
13,6,2017,37.6104,2000,53.1768,,,,,
14,6,2017,37.7682,2000,52.9546,,,,,
15,6,2017,37.8108,2000,52.8949,,,,,
16,6,2017,38.0271,2000,52.5941,,,,,
19,6,2017,38.1823,2000,52.3803,,,,,
20,6,2017,38.2596,2000,52.2745,,,,,
21,6,2017,38.1908,2000,52.3686,,,,,
22,6,2017,37.8754,2000,52.8047,,,,,
23,6,2017,37.2026,2000,53.7597,,,,,
27,6,2017,36.6502,2000,54.57,,,,,
28,6,2017,36.7385,2000,54.4388,,,,,
29,6,2017,37.0023,2000,54.0507,,,,,
30,6,2017,37.0185,2000,54.027,,,,,
3,7,2017,37.4818,2000,53.3592,,,,,
4,7,2017,37.7342,2000,53.0023,,,,,
5,7,2017,38.1961,2000,52.3614,,,,,
6,7,2017,38.6738,2000,51.7146,,,,,
7,7,2017,38.7015,2000,51.6776,,,,,
10,7,2017,38.8814,2000,51.4385,,,,,
11,7,2017,38.7379,2000,51.629,,,,,
12,7,2017,38.9057,2000,51.4063,,,,,
13,7,2017,39.0792,2000,51.1781,,,,,
14,7,2017,38.777,2000,51.577,,,,,
17,7,2017,38.8602,2000,51.4665,,,,,
18,7,2017,38.6336,2000,51.7684,,,,,
19,7,2017,39.0227,2000,51.2522,,,,,
20,7,2017,39.2181,2000,50.9969,,,,,
21,7,2017,39.2226,2000,50.991,,,,,
24,7,2017,39.1473,2000,51.0891,,,,,
25,7,2017,39.0584,2000,51.2054,,,,,
26,7,2017,39.2097,2000,51.0078,,,,,
27,7,2017,38.7983,2000,51.5487,,,,,
28,7,2017,38.9909,2000,51.294,,,,,
31,7,2017,39.0766,2000,51.1815,,,,,
1,8,2017,39.0396,2000,51.23,,,,,
2,8,2017,39.1108,2000,51.1368,,,,,
3,8,2017,38.7885,2000,51.5617,,,,,
4,8,2017,38.8935,2000,51.4225,,,,,
7,8,2017,39.0429,2000,51.2257,,,,,
8,8,2017,38.5628,2000,51.8635,,,,,
9,8,2017,37.8617,2000,52.8238,,,,,
10,8,2017,36.7744,2000,54.3857,,,,,
11,8,2017,36.7682,2000,54.3948,,,,,
14,8,2017,37.451,2000,53.4031,,,,,
16,8,2017,38.0128,2000,52.6139,,,,,
17,8,2017,38.2201,2000,52.3285,,,,,
18,8,2017,38.0129,2000,52.6137,,,,,
21,8,2017,37.6703,2000,53.0922,,,,,
22,8,2017,37.6313,2000,53.1472,,,,,
23,8,2017,37.9777,2000,52.6625,,,,,
24,8,2017,38.1163,2000,52.471,,,,,
28,8,2017,38.4866,2000,51.9661,,,,,
29,8,2017,38.1032,2000,52.489,,,,,
30,8,2017,38.6033,2000,51.809,,,,,
31,8,2017,38.874,2000,51.4483,,,,,
1,9,2017,39.2838,2000,50.9116,,,,,
4,9,2017,39.1536,2000,51.0809,,,,,
5,9,2017,39.4054,2000,50.7545,,,,,
6,9,2017,39.4527,2000,50.6936,,,,,
7,9,2017,39.4573,2000,50.6877,,,,,
8,9,2017,39.4375,2000,50.7132,,,,,
11,9,2017,39.6123,2000,50.4894,,,,,
12,9,2017,39.9544,2000,50.0571,,,,,
13,9,2017,39.6468,2000,50.4454,,,,,
14,9,2017,39.8281,2000,50.2158,,,,,
15,9,2017,39.6929,2000,50.3868,,,,,
18,9,2017,40.114,2000,49.8579,,,,,
19,9,2017,40.221,2000,49.7253,,,,,
20,9,2017,40.1904,2000,49.7631,,,,,
21,9,2017,39.9964,2000,50.0045,,,,,
22,9,2017,39.1562,2000,51.0775,,,,,
25,9,2017,38.3978,2000,52.0863,,,,,
26,9,2017,38.9157,2000,51.3931,,,,,
27,9,2017,38.2877,2000,52.2361,,,,,
28,9,2017,38.5168,2000,51.9254,,,,,
29,9,2017,39.0236,2000,51.251,,,,,
3,10,2017,39.0458,2000,51.2219,,,,,
4,10,2017,39.3586,2000,50.8148,,,,,
5,10,2017,39.7704,2000,50.2887,,,,,
6,10,2017,40.1663,2000,49.793,,,,,
9,10,2017,40.5564,2000,49.314,,,,,
10,10,2017,40.9493,2000,48.8409,,,,,
11,10,2017,40.5655,2000,49.303,,,,,
12,10,2017,40.9625,2000,48.8251,,,,,
13,10,2017,41.0703,2000,48.697,,,,,
16,10,2017,41.0899,2000,48.6738,,,,,
17,10,2017,41.344,2000,48.3746,,,,,
18,10,2017,41.4506,2000,48.2502,,,,,
23,10,2017,41.5325,2000,48.1551,,,,,
24,10,2017,41.7904,2000,47.8579,,,,,
25,10,2017,41.683,2000,47.9812,,,,,
26,10,2017,41.9931,2000,47.6269,,,,,
27,10,2017,42.192,2000,47.4024,,,,,
30,10,2017,42.5952,2000,46.9536,,,,,
31,10,2017,42.7043,2000,46.8337,,,,,
1,11,2017,43.028,2000,46.4814,,,,,
2,11,2017,43.1671,2000,46.3316,,,,,
3,11,2017,43.233,2000,46.261,,,,,
6,11,2017,43.3194,2000,46.1687,,,,,
7,11,2017,43.1609,2000,46.3382,,,,,
8,11,2017,42.6523,2000,46.8908,,,,,
9,11,2017,43.018,2000,46.4922,,,,,
10,11,2017,42.9939,2000,46.5182,,,,,
13,11,2017,42.7426,2000,46.7917,,,,,
14,11,2017,42.7164,2000,46.8204,,,,,
15,11,2017,42.1197,2000,47.4837,,,,,
16,11,2017,42.6422,2000,46.9019,,,,,
17,11,2017,42.86,2000,46.6636,,,,,
20,11,2017,43.0862,2000,46.4186,,,,,
21,11,2017,43.3265,2000,46.1611,,,,,
22,11,2017,43.6441,2000,45.8252,,,,,
23,11,2017,43.7911,2000,45.6714,,,,,
24,11,2017,43.9299,2000,45.5271,,,,,
27,11,2017,44.5514,2000,44.892,,,,,
28,11,2017,44.8449,2000,44.5982,,,,,
29,11,2017,44.8412,2000,44.6018,,,,,
30,11,2017,45.0454,2000,44.3997,,,,,
1,12,2017,44.7306,2000,44.7121,,,,,
4,12,2017,44.5619,2000,44.8814,,,,,
5,12,2017,44.6116,2000,44.8314,,,,,
6,12,2017,44.4558,2000,44.9885,,,,,
7,12,2017,44.911,2000,44.5325,,,,,
8,12,2017,45.3615,2000,44.0903,,,,,
11,12,2017,45.3639,2000,44.0879,,,,,
12,12,2017,45.0835,2000,44.3621,,,,,
13,12,2017,44.9577,2000,44.4863,,,,,
14,12,2017,44.8932,2000,44.5502,,,,,
15,12,2017,45.259,2000,44.1901,,,,,
18,12,2017,45.5999,2000,43.8597,,,,,
19,12,2017,46.3316,2000,43.1671,,,,,
20,12,2017,46.6991,2000,42.8274,,,,,
21,12,2017,47.1654,2000,42.404,,,,,
22,12,2017,47.4527,2000,42.1472,,,,,
26,12,2017,47.884,2000,41.7676,,,,,
27,12,2017,47.4469,2000,42.1524,,,,,
28,12,2017,47.4859,2000,42.1178,,,,,
29,12,2017,47.7075,2000,41.9221,,,,,
1,1,2018,47.7222,2000,41.9092,,,,,
2,1,2018,47.4138,2000,42.1818,,,,,
3,1,2018,47.8757,2000,41.7748,,,,,
4,1,2018,48.3137,2000,41.3961,,,,,
5,1,2018,48.8764,2000,40.9195,,,,,
8,1,2018,49.4137,2000,40.4746,,,,,
9,1,2018,49.402,2000,40.4842,,,,,
10,1,2018,49.3737,2000,40.5074,,,,,
11,1,2018,49.6022,2000,40.3208,,,,,
12,1,2018,49.5703,2000,40.3467,,,,,
15,1,2018,49.8026,2000,40.1585,,,,,
16,1,2018,48.8802,2000,40.9164,,,,,
17,1,2018,49.0705,2000,40.7577,,,,,
18,1,2018,48.143,2000,41.5429,,,,,
19,1,2018,48.3574,2000,41.3587,,,,,
22,1,2018,48.6694,2000,41.0936,,,,,
23,1,2018,49.0154,2000,40.8035,,,,,
24,1,2018,48.5626,2000,41.184,,,,,
25,1,2018,48.0565,2000,41.6177,,,,,
29,1,2018,47.5996,2000,42.0172,,,,,
30,1,2018,46.9133,2000,42.6318,,,,,
31,1,2018,46.5399,2000,42.9739,,,,,
1,2,2018,46.7202,2000,42.808,,,,,
2,2,2018,45.0081,2000,44.4364,,,,,
5,2,2018,44.9954,2000,44.449,,,,,
6,2,2018,44.336,2000,45.1101,,,,,
7,2,2018,45.1817,2000,44.2657,,,,,
8,2,2018,46.1777,2000,43.3109,,,,,
9,2,2018,46.1967,2000,43.2931,,,,,
12,2,2018,46.7731,2000,42.7596,,,,,
14,2,2018,46.77,2000,42.7625,,,,,
15,2,2018,46.296,2000,43.2003,,,,,
16,2,2018,45.5916,2000,43.8677,,,,,
19,2,2018,45.2221,2000,44.2262,,,,,
20,2,2018,45.2442,2000,44.2046,,,,,
21,2,2018,45.0943,2000,44.3515,,,,,
22,2,2018,44.9352,2000,44.5085,,,,,
23,2,2018,45.5824,2000,43.8766,,,,,
26,2,2018,46.0457,2000,43.4351,,,,,
27,2,2018,45.9799,2000,43.4973,,,,,
28,2,2018,46.0133,2000,43.4657,,,,,
1,3,2018,46.0324,2000,43.4477,,,,,
5,3,2018,45.4338,2000,44.0201,,,,,
6,3,2018,44.9673,2000,44.4768,,,,,
7,3,2018,44.0968,2000,45.3548,,,,,
8,3,2018,44.0774,2000,45.3747,,,,,
9,3,2018,43.9055,2000,45.5524,,,,,
12,3,2018,44.1037,2000,45.3477,,,,,
13,3,2018,44.3945,2000,45.0506,,,,,
14,3,2018,44.3922,2000,45.053,,,,,
15,3,2018,44.6759,2000,44.7669,,,,,
16,3,2018,44.3709,2000,45.0746,,,,,
19,3,2018,43.5708,2000,45.9023,,,,,
20,3,2018,43.4328,2000,46.0481,,,,,
21,3,2018,43.5554,2000,45.9185,,,,,
22,3,2018,43.165,2000,46.3338,,,,,
23,3,2018,42.6561,2000,46.8866,,,,,
26,3,2018,42.9002,2000,46.6198,,,,,
27,3,2018,43.5593,2000,45.9144,,,,,
28,3,2018,43.348,2000,46.1382,,,,,
2,4,2018,44.3683,2000,45.0772,,,,,
3,4,2018,44.9577,2000,44.4863,,,,,
4,4,2018,44.4621,2000,44.9821,,,,,
5,4,2018,45.3819,2000,44.0704,,,,,
6,4,2018,45.5226,2000,43.9342,,,,,
9,4,2018,45.6209,2000,43.8396,,,,,
10,4,2018,45.624,2000,43.8366,,,,,
11,4,2018,45.5612,2000,43.897,,,,,
12,4,2018,45.4575,2000,43.9971,,,,,
13,4,2018,45.5387,2000,43.9187,,,,,
16,4,2018,45.5658,2000,43.8926,,,,,
17,4,2018,45.7027,2000,43.7611,,,,,
18,4,2018,45.6256,2000,43.835,,,,,
19,4,2018,46.0092,2000,43.4696,,,,,
20,4,2018,46.1782,2000,43.3105,,,,,
23,4,2018,46.5701,2000,42.946,,,,,
24,4,2018,46.7246,2000,42.804,,,,,
25,4,2018,46.2438,2000,43.249,,,,,
26,4,2018,46.2802,2000,43.215,,,,,
27,4,2018,46.5713,2000,42.9449,,,,,
30,4,2018,46.8818,2000,42.6605,,,,,
2,5,2018,46.5104,2000,43.0011,,,,,
3,5,2018,45.9742,2000,43.5027,,,,,
4,5,2018,45.8391,2000,43.6309,,,,,
7,5,2018,46.0055,2000,43.4731,,,,,
8,5,2018,46.0883,2000,43.395,,,,,
9,5,2018,46.0116,2000,43.4673,,,,,
10,5,2018,45.4396,2000,44.0145,,,,,
11,5,2018,45.4927,2000,43.9631,,,,,
14,5,2018,45.1633,2000,44.2837,,,,,
15,5,2018,44.9168,2000,44.5268,,,,,
16,5,2018,44.8067,2000,44.6362,,,,,
17,5,2018,44.9576,2000,44.4864,,,,,
18,5,2018,44.3456,2000,45.1003,,,,,
21,5,2018,43.483,2000,45.995,,,,,
22,5,2018,43.9131,2000,45.5445,,,,,
23,5,2018,43.614,2000,45.8568,,,,,
24,5,2018,43.484,2000,45.9939,,,,,
25,5,2018,44.0221,2000,45.4317,,,,,
28,5,2018,44.4992,2000,44.9446,,,,,
29,5,2018,44.3217,2000,45.1246,,,,,
30,5,2018,44.144,2000,45.3063,,,,,
31,5,2018,43.8883,2000,45.5702,,,,,
1,6,2018,43.2543,2000,46.2382,,,,,
4,6,2018,42.377,2000,47.1954,,,,,
5,6,2018,41.3227,2000,48.3995,,,,,
6,6,2018,42.0658,2000,47.5446,,,,,
7,6,2018,42.9959,2000,46.5161,,,,,
8,6,2018,43.0836,2000,46.4214,,,,,
11,6,2018,43.3881,2000,46.0956,,,,,
12,6,2018,43.6858,2000,45.7815,,,,,
13,6,2018,43.5783,2000,45.8944,,,,,
14,6,2018,43.5192,2000,45.9567,,,,,
15,6,2018,43.3758,2000,46.1087,,,,,
18,6,2018,43.1305,2000,46.3709,,,,,
19,6,2018,42.6044,2000,46.9435,,,,,
20,6,2018,42.5929,2000,46.9562,,,,,
21,6,2018,42.3022,2000,47.2789,,,,,
22,6,2018,42.279,2000,47.3048,,,,,
25,6,2018,41.9065,2000,47.7253,,,,,
26,6,2018,41.6175,2000,48.0567,,,,,
27,6,2018,40.938,2000,48.8544,,,,,
28,6,2018,40.602,2000,49.2587,,,,,
29,6,2018,41.277,2000,48.4531,,,,,
2,7,2018,40.8849,2000,48.9178,,,,,
3,7,2018,41.116,2000,48.6429,,,,,
4,7,2018,41.1396,2000,48.615,,,,,
5,7,2018,40.9694,2000,48.8169,,,,,
6,7,2018,41.2701,2000,48.4612,,,,,
9,7,2018,41.7671,2000,47.8846,,,,,
10,7,2018,42.2001,2000,47.3933,,,,,
11,7,2018,41.8545,2000,47.7846,,,,,
12,7,2018,41.6811,2000,47.9834,,,,,
13,7,2018,41.1327,2000,48.6231,,,,,
16,7,2018,40.1166,2000,49.8547,,,,,
17,7,2018,40.4091,2000,49.4938,,,,,
18,7,2018,39.9677,2000,50.0404,,,,,
19,7,2018,39.6276,2000,50.4699,,,,,
20,7,2018,39.7679,2000,50.2918,,,,,
23,7,2018,40.178,2000,49.7785,,,,,
24,7,2018,41.1954,2000,48.5491,,,,,
25,7,2018,41.4644,2000,48.2341,,,,,
26,7,2018,41.4912,2000,48.203,,,,,
27,7,2018,41.9177,2000,47.7125,,,,,
30,7,2018,42.2017,2000,47.3915,,,,,
31,7,2018,42.2722,2000,47.3124,,,,,
1,8,2018,42.3422,2000,47.2342,,,,,
2,8,2018,42.3628,2000,47.2112,,,,,
3,8,2018,42.8673,2000,46.6556,,,,,
6,8,2018,42.9765,2000,46.5371,,,,,
7,8,2018,43.0694,2000,46.4367,,,,,
8,8,2018,43.404,2000,46.0787,,,,,
9,8,2018,43.7013,2000,45.7652,,,,,
10,8,2018,43.2358,2000,46.258,,,,,
13,8,2018,42.9047,2000,46.6149,,,,,
14,8,2018,43.048,2000,46.4598,,,,,
16,8,2018,43.0615,2000,46.4452,,,,,
17,8,2018,43.4656,2000,46.0134,,,,,
20,8,2018,43.6896,2000,45.7775,,,,,
21,8,2018,43.879,2000,45.5799,,,,,
23,8,2018,43.94,2000,45.5166,,,,,
24,8,2018,43.8956,2000,45.5627,,,,,
27,8,2018,44.1204,2000,45.3305,,,,,
28,8,2018,44.1417,2000,45.3086,,,,,
29,8,2018,44.3355,2000,45.1106,,,,,
30,8,2018,44.6809,2000,44.7619,,,,,
31,8,2018,44.9766,2000,44.4676,,,,,
3,9,2018,45.0979,2000,44.348,,,,,
4,9,2018,44.3595,2000,45.0862,,,,,
5,9,2018,44.1141,2000,45.337,,,,,
6,9,2018,44.4702,2000,44.9739,,,,,
7,9,2018,44.7865,2000,44.6563,,,,,
10,9,2018,44.168,2000,45.2817,,,,,
11,9,2018,43.4807,2000,45.9974,,,,,
12,9,2018,43.4146,2000,46.0675,,,,,
14,9,2018,43.9369,2000,45.5198,,,,,
17,9,2018,43.6871,2000,45.7801,,,,,
18,9,2018,43.2883,2000,46.2019,,,,,
19,9,2018,43.1924,2000,46.3044,,,,,
21,9,2018,42.0887,2000,47.5187,,,,,
24,9,2018,41.058,2000,48.7116,,,,,
25,9,2018,40.9093,2000,48.8886,,,,,
26,9,2018,41.159,2000,48.592,,,,,
27,9,2018,40.5237,2000,49.3538,,,,,
28,9,2018,39.3734,2000,50.7957,,,,,
1,10,2018,39.4482,2000,50.6994,,,,,
3,10,2018,39.4094,2000,50.7493,,,,,
4,10,2018,38.7515,2000,51.6109,,,,,
5,10,2018,37.9553,2000,52.6936,,,,,
8,10,2018,37.3476,2000,53.551,,,,,
9,10,2018,37.2085,2000,53.7512,,,,,
10,10,2018,38.6004,2000,51.8129,,,,,
11,10,2018,38.0185,2000,52.606,,,,,
12,10,2018,38.8231,2000,51.5157,,,,,
15,10,2018,39.3169,2000,50.8687,,,,,
16,10,2018,39.7992,2000,50.2523,,,,,
17,10,2018,39.0116,2000,51.2668,,,,,
19,10,2018,38.5796,2000,51.8409,,,,,
22,10,2018,37.9429,2000,52.7108,,,,,
23,10,2018,37.4481,2000,53.4072,,,,,
24,10,2018,37.6345,2000,53.1427,,,,,
25,10,2018,37.3602,2000,53.5329,,,,,
26,10,2018,37.2938,2000,53.6282,,,,,
29,10,2018,38.0685,2000,52.5369,,,,,
30,10,2018,38.485,2000,51.9683,,,,,
31,10,2018,38.878,2000,51.443,,,,,
1,11,2018,39.3307,2000,50.8509,,,,,
2,11,2018,39.5722,2000,50.5405,,,,,
5,11,2018,39.3974,2000,50.7648,,,,,
6,11,2018,39.5595,2000,50.5568,,,,,
9,11,2018,40.1469,2000,49.817,,,,,
12,11,2018,39.9061,2000,50.1177,,,,,
13,11,2018,40.0119,2000,49.9851,,,,,
14,11,2018,39.8601,2000,50.1755,,,,,
15,11,2018,39.8633,2000,50.1715,,,,,
16,11,2018,39.7239,2000,50.3475,,,,,
19,11,2018,39.807,2000,50.2424,,,,,
20,11,2018,39.4201,2000,50.7355,,,,,
21,11,2018,39.5035,2000,50.6284,,,,,
22,11,2018,39.4257,2000,50.7283,,,,,
26,11,2018,39.3546,2000,50.82,,,,,
27,11,2018,39.6114,2000,50.4905,,,,,
28,11,2018,39.3978,2000,50.7643,,,,,
29,11,2018,39.3159,2000,50.87,,,,,
30,11,2018,39.5053,2000,50.6261,,,,,
3,12,2018,39.5087,2000,50.6218,,,,,
4,12,2018,39.5068,2000,50.6242,,,,,
5,12,2018,39.0976,2000,51.154,,,,,
6,12,2018,38.61,2000,51.8001,,,,,
7,12,2018,38.5879,2000,51.8297,,,,,
10,12,2018,37.9772,2000,52.6632,,,,,
11,12,2018,38.428,2000,52.0454,,,,,
12,12,2018,39.2645,2000,50.9366,,,,,
13,12,2018,39.5565,2000,50.5606,,,,,
14,12,2018,39.5502,2000,50.5686,,,,,
17,12,2018,39.6758,2000,50.4086,,,,,
18,12,2018,39.7668,2000,50.2932,,,,,
19,12,2018,40.18,2000,49.776,,,,,
20,12,2018,40.1686,2000,49.7901,,,,,
21,12,2018,39.6967,2000,50.382,,,,,
24,12,2018,39.3637,2000,50.8082,,,,,
26,12,2018,39.27,2000,50.9295,,,,,
27,12,2018,39.3541,2000,50.8206,,,,,
28,12,2018,39.5235,2000,50.6028,,,,,
31,12,2018,39.745,2000,50.3208,,,,,
1,1,2019,39.824,2000,50.221,,,,,
2,1,2019,39.6228,2000,50.476,,,,,
3,1,2019,39.4167,2000,50.7399,,,,,
4,1,2019,39.4416,2000,50.7079,,,,,
7,1,2019,39.4265,2000,50.7273,,,,,
8,1,2019,39.4479,2000,50.6998,,,,,
9,1,2019,39.479,2000,50.6598,,,,,
10,1,2019,39.4684,2000,50.6735,,,,,
11,1,2019,39.3563,2000,50.8178,,,,,
14,1,2019,39.2026,2000,51.017,,,,,
15,1,2019,39.4701,2000,50.6713,,,,,
16,1,2019,39.5299,2000,50.5946,,,,,
17,1,2019,39.4444,2000,50.7043,,,,,
18,1,2019,39.2497,2000,50.9558,,,,,
21,1,2019,39.0788,2000,51.1786,,,,,
22,1,2019,38.8522,2000,51.4771,,,,,
23,1,2019,38.7735,2000,51.5816,,,,,
24,1,2019,38.5156,2000,51.927,,,,,
25,1,2019,38.0198,2000,52.6042,,,,,
28,1,2019,37.2521,2000,53.6882,,,,,
29,1,2019,37.1605,2000,53.8206,,,,,
30,1,2019,37.4576,2000,53.3937,,,,,
31,1,2019,37.7963,2000,52.9152,,,,,
1,2,2019,37.9346,2000,52.7223,,,,,
4,2,2019,37.5734,2000,53.2291,,,,,
5,2,2019,37.3245,2000,53.5841,,,,,
6,2,2019,37.3624,2000,53.5298,,,,,
7,2,2019,37.74,2000,52.9942,,,,,
8,2,2019,37.3958,2000,53.4819,,,,,
11,2,2019,36.8309,2000,54.3022,,,,,
12,2,2019,36.5088,2000,54.7813,,,,,
13,2,2019,36.2666,2000,55.1472,,,,,
14,2,2019,36.123,2000,55.3664,,,,,
15,2,2019,35.8442,2000,55.797,,,,,
18,2,2019,35.5721,2000,56.2238,,,,,
19,2,2019,35.664,2000,56.079,,,,,
20,2,2019,35.9869,2000,55.5758,,,,,
21,2,2019,36.3631,2000,55.0008,,,,,
22,2,2019,36.5739,2000,54.6838,,,,,
25,2,2019,36.8006,2000,54.3469,,,,,
26,2,2019,36.6976,2000,54.4995,,,,,
27,2,2019,36.7448,2000,54.4295,,,,,
28,2,2019,37.0615,2000,53.9644,,,,,
1,3,2019,37.7104,2000,53.0358,,,,,
5,3,2019,38.9794,2000,51.3092,,,,,
6,3,2019,39.2876,2000,50.9066,,,,,
7,3,2019,39.3669,2000,50.8041,,,,,
8,3,2019,39.164,2000,51.0673,,,,,
11,3,2019,39.8443,2000,50.1954,,,,,
12,3,2019,40.3498,2000,49.5665,,,,,
13,3,2019,40.0677,2000,49.9155,,,,,
14,3,2019,39.9944,2000,50.007,,,,,
15,3,2019,39.9824,2000,50.022,,,,,
18,3,2019,39.8951,2000,50.1315,,,,,
19,3,2019,40.0231,2000,49.9711,,,,,
20,3,2019,39.8801,2000,50.1503,,,,,
22,3,2019,39.6298,2000,50.4671,,,,,
25,3,2019,39.2398,2000,50.9687,,,,,
26,3,2019,39.504,2000,50.6278,,,,,
27,3,2019,39.824,2000,50.221,,,,,
28,3,2019,40.1167,2000,49.8545,,,,,
29,3,2019,40.3082,2000,49.6177,,,,,
1,4,2019,40.6509,2000,49.1994,,,,,
2,4,2019,40.6194,2000,49.2376,,,,,
3,4,2019,40.3084,2000,49.6174,,,,,
4,4,2019,40.2122,2000,49.7361,,,,,
5,4,2019,40.5292,2000,49.3471,,,,,
8,4,2019,40.4517,2000,49.4417,,,,,
9,4,2019,40.3011,2000,49.6264,,,,,
10,4,2019,40.301,2000,49.6266,,,,,
11,4,2019,40.2967,2000,49.6319,,,,,
12,4,2019,40.4693,2000,49.4202,,,,,
15,4,2019,40.5953,2000,49.2668,,,,,
16,4,2019,40.6312,2000,49.2233,,,,,
18,4,2019,40.3337,2000,49.5863,,,,,
22,4,2019,39.9324,2000,50.0846,,,,,
23,4,2019,39.9369,2000,50.079,,,,,
24,4,2019,40.1287,2000,49.8396,,,,,
25,4,2019,39.9974,2000,50.0033,,,,,
26,4,2019,40.0435,2000,49.9457,,,,,
30,4,2019,39.7375,2000,50.3303,,,,,
2,5,2019,39.6576,2000,50.4317,,,,,
3,5,2019,39.5854,2000,50.5237,,,,,
6,5,2019,39.3969,2000,50.7654,,,,,
7,5,2019,39.1649,2000,51.0661,,,,,
8,5,2019,38.6327,2000,51.7696,,,,,
9,5,2019,38.5848,2000,51.8339,,,,,
10,5,2019,38.6639,2000,51.7278,,,,,
13,5,2019,38.0775,2000,52.5245,,,,,
14,5,2019,38.2383,2000,52.3036,,,,,
15,5,2019,38.159,2000,52.4123,,,,,
16,5,2019,38.1947,2000,52.3633,,,,,
17,5,2019,38.3896,2000,52.0974,,,,,
20,5,2019,39.4683,2000,50.6736,,,,,
21,5,2019,39.2505,2000,50.9548,,,,,
22,5,2019,39.3252,2000,50.858,,,,,
23,5,2019,39.3622,2000,50.8102,,,,,
24,5,2019,40.3808,2000,49.5285,,,,,
27,5,2019,41.2347,2000,48.5028,,,,,
28,5,2019,41.2311,2000,48.5071,,,,,
29,5,2019,41.0717,2000,48.6953,,,,,
30,5,2019,41.1745,2000,48.5738,,,,,
31,5,2019,41.0296,2000,48.7453,,,,,
3,6,2019,41.1975,2000,48.5466,,,,,
4,6,2019,41.1169,2000,48.6418,,,,,
6,6,2019,40.4858,2000,49.4,,,,,
7,6,2019,40.3969,2000,49.5087,,,,,
10,6,2019,40.1219,2000,49.8481,,,,,
11,6,2019,40.2834,2000,49.6482,,,,,
12,6,2019,40.063,2000,49.9214,,,,,
13,6,2019,39.9016,2000,50.1233,,,,,
14,6,2019,39.6787,2000,50.4049,,,,,
17,6,2019,39.2517,2000,50.9532,,,,,
18,6,2019,39.2549,2000,50.9491,,,,,
19,6,2019,38.8027,2000,51.5428,,,,,
20,6,2019,39.0799,2000,51.1772,,,,,
21,6,2019,39.0254,2000,51.2487,,,,,
24,6,2019,38.8729,2000,51.4497,,,,,
25,6,2019,39.138,2000,51.1012,,,,,
26,6,2019,39.4768,2000,50.6627,,,,,
27,6,2019,39.6169,2000,50.4835,,,,,
28,6,2019,39.5731,2000,50.5394,,,,,
1,7,2019,39.6762,2000,50.4081,,,,,
2,7,2019,39.7119,2000,50.3627,,,,,
